-1821.8101180693864,1082
-584.0752931421155,1122
-582.7323224800805,1121
16.7117722052296,1141
603.445537963142,1161
644.588212127813,1163
666.7737494197221,1163
1005.0016407096815,1175
1740.6743412460376,1200
1820.7963994374645,1204
1884.9126214543048,1206
1913.31750466271,1207
2008.2823851004955,1210
2832.4916491943386,1240
2948.466940148691,1245
3009.3791086842766,1247
3051.045503583382,1248
3120.96796811294,1251
3151.2288567779624,1252
4003.937125963431,1285
4031.1076633327566,1286
4169.056508709513,1291
4277.060223173788,1295
4348.463544610554,1298
4402.190650481592,1300
5013.53196396688,1324
5242.423418120898,1334
5385.444939793102,1339
5494.5847046513845,1344
5588.899756391676,1348
5631.552862447385,1350
6003.753134723106,1365
6449.5699548973,1384
6593.409795488453,1390
6724.944703067086,1395
6807.918125132536,1399
6869.6451851150305,1402
7004.746121068365,1408
7648.356917053164,1436
7814.109387611521,1443
7934.060838171771,1449
8008.484755149855,1452
8035.593149497851,1453
8108.3781641291735,1456
8859.781859464882,1490
9000.254380735387,1497
9013.731916669898,1498
9151.763309840338,1504
9263.903439732569,1509
9332.991869137897,1513
10007.597336398207,1545
10050.289878438518,1547
10221.873365032274,1556
10370.09588703684,1563
10478.213255413637,1569
10570.995897565836,1573
11249.252091543,1607
11430.63997152882,1616
11574.541717227674,1624
11705.80072844621,1630
12448.834712945754,1669
12625.628865463515,1679
12792.157348753582,1688
13634.744302298304,1735
13833.6841555252,1746
14833.621011716912,1803
