5500,-1821.8101180693864,2173
5500,-582.7323224800805,2253
5500,603.445537963142,2332
5500,1740.6743412460376,2412
5500,2832.4916491943386,2492
5500,3882.0765421720725,2571
5500,16.7117722052296,2293
5500,-584.0752931421155,2254
5500,644.588212127813,2336
5500,1820.7963994374645,2419
5500,2948.466940148691,2501
5500,4031.1076633327566,2584
5500,5071.870929590041,2666
5500,1002.7716657661343,2361
5500,666.7737494197221,2337
5500,1884.9126214543048,2423
5500,3051.045503583382,2509
5500,4169.056508709513,2594
5500,5242.423418120898,2680
5500,6274.271589549364,2765
5500,2003.7986324758497,2432
5500,1913.31750466271,2425
5500,3120.96796811294,2514
5500,4277.060223173788,2603
5500,5385.444939793102,2691
5500,6449.5699548973,2780
5500,7472.533716290568,2869
5500,3002.590389953913,2505
5500,3151.2288567779624,2516
5500,4348.463544610554,2609
5500,5494.5847046513845,2701
5500,6593.409795488453,2793
5500,7648.356917053164,2885
5500,8662.497793575254,2977
5500,3994.845237841453,2582
5500,4402.190650481592,2612
5500,5588.899756391676,2708
5500,6724.944703067086,2803
5500,7814.109387611521,2899
5500,8859.781859464882,2995
5500,5002.131816918188,2661
5500,5631.552862447385,2712
5500,6807.918125132536,2811
5500,7934.060838171771,2911
5500,9013.731916669898,3010
5500,10050.289878438518,3109
5500,5989.97652314763,2743
5500,6869.6451851150305,2817
5500,8035.593149497851,2920
5500,9151.763309840338,3023
5500,10221.873365032274,3126
5500,11249.252091543,3229
5500,6988.59493336602,2828
5500,8108.3781641291735,2960
5500,9263.903439732569,3068
5500,10370.09588703684,3177
5500,11430.63997152882,3285
5500,12448.834712945754,3393
5500,8108.3781641291735,2951
5500,9332.991869137897,3137
5500,10478.213255413637,3251
5500,11574.541717227674,3366
5500,12625.628865463515,3481
5500,13634.744302298304,3596
5500,9097.728712405233,3104
5500,10570.995897565836,3323
5500,11705.80072844621,3445
5500,12792.157348753582,3567
5500,13833.6841555252,3688
5500,10102.616001482764,3265
4500,-1821.8101180693864,2173
4500,-582.7323224800805,2253
4500,603.445537963142,2332
4500,1740.6743412460376,2412
4500,2832.4916491943386,2492
4500,3882.0765421720725,2571
4500,16.7117722052296,2293
4500,-584.0752931421155,2254
4500,644.588212127813,2336
4500,1820.7963994374645,2419
4500,2948.466940148691,2501
4500,4031.1076633327566,2584
4500,5071.870929590041,2666
4500,1002.7716657661343,2361
4500,666.7737494197221,2337
4500,1884.9126214543048,2423
4500,3051.045503583382,2509
4500,4169.056508709513,2594
4500,5242.423418120898,2680
4500,6274.271589549364,2765
4500,2003.7986324758497,2432
4500,1913.31750466271,2425
4500,3120.96796811294,2514
4500,4277.060223173788,2603
4500,5385.444939793102,2691
4500,6449.5699548973,2780
4500,7472.533716290568,2869
4500,3002.590389953913,2505
4500,3151.2288567779624,2516
4500,4348.463544610554,2609
4500,5494.5847046513845,2701
4500,6593.409795488453,2793
4500,7648.356917053164,2885
4500,8662.497793575254,2977
4500,3994.845237841453,2582
4500,4402.190650481592,2612
4500,5588.899756391676,2708
4500,6724.944703067086,2803
4500,7814.109387611521,2899
4500,8859.781859464882,2995
4500,9865.006837554305,3090
4500,5002.131816918188,2661
4500,5631.552862447385,2712
4500,6807.918125132536,2811
4500,7934.060838171771,2911
4500,9013.731916669898,3010
4500,10050.289878438518,3109
4500,11046.752903385963,3208
4500,5989.97652314763,2743
4500,6869.6451851150305,2817
4500,8035.593149497851,2920
4500,9151.763309840338,3023
4500,10221.873365032274,3126
4500,11249.252091543,3229
4500,12236.890941799631,3332
4500,6988.59493336602,2828
4500,8108.3781641291735,2960
4500,9263.903439732569,3068
4500,10370.09588703684,3177
4500,11430.63997152882,3285
4500,12448.834712945754,3393
4500,13427.644822403377,3502
4500,8108.3781641291735,2951
4500,9332.991869137897,3137
4500,10478.213255413637,3251
4500,11574.541717227674,3366
4500,12625.628865463515,3481
4500,13634.744302298304,3596
4500,14604.826302337993,3711
4500,9097.728712405233,3104
4500,10570.995897565836,3323
4500,11705.80072844621,3445
4500,12792.157348753582,3567
4500,13833.6841555252,3688
4500,14833.621011716912,3810
4500,15794.879466359553,3932
4500,10102.616001482764,3265
