4500,-9645.249228001576,2889
4500,-8987.429934699272,2862
4500,-7404.679856633376,2799
4500,-7024.458654814854,2894
4500,-6377.75571590474,2867
4500,-5903.626044714559,2739
4500,-4821.752209368755,2804
4500,-4476.942531914341,2680
4500,-4408.016183281982,2888
4500,-3772.411155840996,2861
4500,-3346.0644004008536,2740
4500,-3118.217635433644,2625
4500,-2243.1098461286374,2797
4500,-1943.490121998705,2683
4500,-1821.8101180693864,2569
4500,-1795.9242793568044,2769
4500,-1171.3987100022953,2744
4500,-792.7459558793049,2733
4500,-607.726041086302,2628
4500,-582.7323224800805,2345
4500,331.2448027591002,2679
4500,585.7590872773494,2675
4500,666.7737494197221,2571
4500,812.483050964522,2541
4500,1425.9447907327435,2518
4500,1756.3268823896187,2621
4500,1884.9126214543048,2079
4500,1898.600446455082,2619
4500,2901.9681095902865,2461
4500,3110.8027121381474,2564
4500,3151.2288567779624,2541
4500,3405.928032051345,2321
4500,4008.3894065857457,2299
4500,4301.804040705553,2406
4500,4348.463544610554,1863
4500,4400.759465019177,2510
4500,5457.945230327409,2247
4500,5631.552862447385,2223
4500,5632.284552256679,2355
4500,5982.10465088161,2091
4500,6573.638905727461,2072
4500,6807.918125132536,1584
4500,6832.679829914589,2198
4500,6899.38897948786,2304
4500,7996.903467239253,2025
4500,8108.3781641291735,1876
4500,8139.302665241151,2150
4500,8553.55164494631,1858
4500,9134.178841296447,1840
4500,9263.903439732569,1293
4500,9346.70387163214,1981
4500,9383.685852360079,2102
4500,10531.200408932344,1798
4500,10570.995897565836,1565
4500,10629.627886232722,1939
4500,11120.714560890228,1629
4500,11690.452870105253,1614
4500,11705.80072844621,1027
4500,11851.441121818132,1768
4500,11856.112395033882,1758
4500,13017.216377376337,1229
4500,13061.275165177105,1576
4500,13115.381097776908,1720
4500,13684.002280292316,1399
4500,14131.438729886619,744
4500,14242.86813941935,1385
4500,14314.66581819651,1423
4500,14361.340197551215,1539
4500,15458.945820012303,924
4500,15587.530710383451,1352
4500,15596.992998622516,1505
4500,16221.02717582536,1168
4500,16552.6234817012,488
4500,16769.131981349277,1156
4500,16773.786736798145,1096
4500,16862.786296127393,1321
4500,17896.607296360726,633
4500,18074.858844320406,1291
4500,18087.90285438994,1129
4500,18476.578907308533,955
4500,18969.774495062054,232
4500,19229.195550951477,784
4500,19287.209892946736,941
4500,19338.60318507269,1103
4500,20330.58906182494,357
4500,20527.33707793555,944
4500,20580.172965728114,918
4500,20735.804949224235,741
4500,21383.27675859487,-13
4500,21659.446842317022,486
4500,21801.1529642415,726
4500,21806.39760849698,896
4500,22739.632840841896,93
4500,22971.868470991492,601
4500,23068.350614774303,708
4500,23133.068838350344,520
4500,23261.572101096262,-78
4500,24081.82331576711,193
4500,24270.139760228743,690
4500,24310.625711542874,508
4500,25140.87052129719,-168
4500,25389.347831893963,305
4500,25412.38579169541,270
4500,25521.945432337336,305
4500,25552.103756212724,496
4500,26500.222096619007,-78
4500,26729.50085584982,483
4500,26807.065191391204,296
4500,27128.708824031724,-281
4500,27848.563354964215,-16
4500,28022.957208258442,287
4500,28914.320451491036,-332
4500,29121.474153711602,-392
4500,29176.088945285723,147
4500,30272.088318686263,-281
4500,31007.956536265483,-486
5000,-9645.249228001576,2519
5000,-8987.429934699272,2495
5000,-7404.679856633376,2440
5000,-7024.458654814854,2521
5000,-6377.75571590474,2498
5000,-5903.626044714559,2388
5000,-4821.752209368755,2443
5000,-4476.942531914341,2337
5000,-4408.016183281982,2514
5000,-3772.411155840996,2490
5000,-3346.0644004008536,2387
5000,-3118.217635433644,2288
5000,-2243.1098461286374,2435
5000,-1943.490121998705,2338
